timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-21T09:08:55.000Z,674,series/20260821_115655/20260821_120855.jpg,VALID,2026-08-21T09:08:58.516Z,3.516,1,45.5,46,30.5,62.1,105.3,30.74,50.16,995.7,7880,S05
2026-08-21T09:09:25.000Z,674,series/20260821_115655/20260821_120925.jpg,VALID,2026-08-21T09:09:28.531Z,3.531,1,45.5,46,30.5,62,105.1,30.92,50.32,995.7,7910,S05
2026-08-21T09:09:55.000Z,670,series/20260821_115655/20260821_120955.jpg,VALID,2026-08-21T09:09:58.539Z,3.539,1,45.5,46,30.5,61.7,104.6,30.96,50.53,995.7,7940,S05
2026-08-21T09:10:25.000Z,669,series/20260821_115655/20260821_121025.jpg,VALID,2026-08-21T09:10:28.560Z,3.56,1,45.5,46,30.5,61.5,104.3,30.84,50.11,995.7,7970,S05
2026-08-21T09:10:55.000Z,670,series/20260821_115655/20260821_121055.jpg,VALID,2026-08-21T09:10:58.567Z,3.567,1,45.5,46,30.5,61.6,104.4,30.79,50.6,995.7,8000,S05
2026-08-21T09:11:25.000Z,668,series/20260821_115655/20260821_121125.jpg,VALID,2026-08-21T09:11:28.586Z,3.586,1,45.25,46,30.5,61.4,104.2,30.99,50.49,995.7,8030,S05
2026-08-21T09:11:55.000Z,669,series/20260821_115655/20260821_121155.jpg,VALID,2026-08-21T09:11:58.605Z,3.605,1,45.5,46,30.5,61.4,104.1,31.24,49.71,995.7,8060,S05
2026-08-21T09:12:25.000Z,672,series/20260821_115655/20260821_121225.jpg,VALID,2026-08-21T09:12:28.618Z,3.618,1,45.5,46,30.5,61.7,104.6,31.34,49.63,995.7,8090,S05
2026-08-21T09:12:55.000Z,671,series/20260821_115655/20260821_121255.jpg,VALID,2026-08-21T09:12:58.637Z,3.637,1,45.75,46,30.75,61.7,104.6,31.62,49.85,995.7,8120,S05
2026-08-21T09:13:25.000Z,672,series/20260821_115655/20260821_121325.jpg,VALID,2026-08-21T09:13:28.654Z,3.654,1,45.75,46.25,30.75,61.9,104.8,31.95,49,995.7,8150,S05
2026-08-21T09:13:55.000Z,672,series/20260821_115655/20260821_121355.jpg,VALID,2026-08-21T09:13:58.673Z,3.673,1,46.25,46.5,30.75,61.9,104.8,32.03,48.68,995.7,8180,S05
